month,Unnamed: 0,bank_name,inward_interbank_volume,inward_costumer_volume,inward_total_volume,inward_percentage_volume,inward_interbank_amt,inward_costumer_amt,inward_total_amt,inward_percentage_amt,outward_interbank_volume,outward_costumer_volume,outward_total_volume,outward_percentage_volume,outward_interbank_amt,outward_costumer_amt,outward_total_amt,outward_percentage_amt,outward_inward_ratio
2024-04-01,34828,The Vijay Co-Operative Bank Ltd.,0,882,882,0.0,55675.56,8121.05,8121.05,0.0,0,1582,1582,0.01,104583.235,15309.33,15309.33,0.0,1.885141699657064
2024-04-01,34829,"The Vishweshwar Sahakari Bank Ltd., Pune",42,2380,2422,0.01,44513.92,24182.48,68696.4,0.0,39,3927,3966,0.02,40200.0,48406.21,88606.21,0.01,1.2898231930639745
2024-04-01,34830,The West Bengal State Co-Operative Bank Ltd.,21,1808,1829,0.01,67669.85,99496.42,167166.27,0.01,3,7559,7562,0.03,500.27,222800.92,223301.19,0.02,1.3358029104794886
2024-04-01,34831,The Zoroastrian Cooperative Bank Limited,18,726,744,0.0,30017.3,14682.82,44700.12,0.0,0,1041,1041,0.0,104583.235,49471.71,49471.71,0.0,1.1067466932974677
2024-04-01,34832,Tjsb Sahakari Bank Ltd.,95,15709,15804,0.07,3439.76,263813.01,267252.76,0.02,98,21221,21319,0.09,1581.19,334293.08,335874.26,0.02,1.256766291206871
2024-04-01,34833,Tumkur Grain Merchants Co-Operative Bank Ltd.,38,1142,1180,0.01,73247.32,16501.97,89749.29,0.01,36,1632,1668,0.01,67600.0,19535.56,87135.56,0.01,0.970877429782453
2024-04-01,34835,Ujjivan Small Finance Bank Limited,67,19196,19263,0.08,142229.01,655241.19,797470.2,0.06,53,19511,19564,0.08,170400.27,634956.7,805356.97,0.06,1.0098897363186738
2024-04-01,34836,Uniited Overseas Bank Mumbai Branch,7,21,28,0.0,15060.34,42014.14,57074.48,0.0,1,13,14,0.0,15005.38,30429.33,45434.71,0.0,0.796059990384494
2024-04-01,34838,Unity Small Finance Bank Ltd.,3,1829,1832,0.01,4891.5,150671.08,155562.58,0.01,7,1478,1485,0.01,3300.68,104603.81,107904.49,0.01,0.69364039861
2024-04-01,34839,Urban Co-Operative Bank Ltd. Bareilly,1,478,479,0.0,5.0,4210.05,4215.05,0.0,0,1178,1178,0.01,104583.235,9468.1,9468.1,0.0,2.246260423957011
2024-04-01,34840,Urban Cooperative Bank Ltd No 1758 Perinthalmanna,0,154,154,0.0,55675.56,1690.85,1690.85,0.0,0,0,0,0.02,104583.235,97058.61499999999,185535.5,0.02,109.7291303190703
2024-04-01,34841,Utkarsh Small Finance Bank Ltd,154,8825,8979,0.04,668266.16,505367.84,1173634.0,0.08,206,12755,12961,0.06,694096.66,159369.53,853466.19,0.06,0.7271996124856641
2024-04-01,34842,Uttar Pradesh Cooperative Bank Ltd Lucknow,29,3429,3458,0.01,54026.53,613965.72,667992.24,0.05,0,10200,10200,0.04,104583.235,504022.49,504022.49,0.03,0.7545334508676328
2024-04-01,34843,Vasai Janata Sahakari Bank Ltd.,0,506,506,0.0,55675.56,4438.52,4438.52,0.0,0,11,11,0.0,104583.235,1237.0,1237.0,0.0,0.2786965024377495
2024-04-01,34844,Vasai Vikas Sahakari Bank Ltd.,5,1392,1397,0.01,4047.15,22625.7,26672.85,0.0,0,2065,2065,0.01,104583.235,24995.41,24995.41,0.0,0.9371105824836866
2024-04-01,34845,Vikas Souharda Co-Operative Bank Ltd.,1,2,3,0.0,24.0,7.0,31.0,0.0,0,691,691,0.0,104583.235,6684.37,6684.37,0.0,215.62483870967742
2024-04-01,34846,Woori Bank,194,510,704,0.0,341006.09,133200.03,474206.12,0.03,49,375,424,0.0,380506.44,97054.89,477561.33,0.03,1.0070754253445737
2024-04-01,34848,Zila Sahkari Bank Ltd Ghaziabad,0,499,499,0.0,55675.56,5311.58,5311.58,0.0,0,979,979,0.0,104583.235,18494.57,18494.57,0.0,3.4819338125378887
2024-05-01,34849,A.P. Mahesh Co-Operative Urban Bank Ltd,100,4302,4402,0.02,1745.59,45528.99,47274.58,0.0,3,6720,6723,0.03,33.0,68843.9,68876.9,0.0,1.4569542447547918
2024-05-01,34850,Abhyudaya Co-Operative Bank Ltd,9,6922,6931,0.03,285.55,86183.82,86469.37,0.01,0,11826,11826,0.05,104583.235,104577.18,104577.18,0.01,1.2094129979205352
2024-05-01,34851,Ahmedabad Mercantile Co-Operative Bank Ltd.,11,6115,6126,0.02,139.9,56385.71,56525.61,0.0,0,3806,3806,0.02,104583.235,43181.56,43181.56,0.0,0.7639291287612818
2024-05-01,34852,Ahmednagar Merchant'S Co-Op. Bank Ltd. Ahmednagar,0,3802,3802,0.02,55675.56,62570.72,62570.72,0.0,0,7777,7777,0.03,104583.235,70190.61,70190.61,0.0,1.1217804429931444
2024-05-01,34853,Airtel Payments Bank Ltd.,1,34966,34967,0.14,0.0,719230.76,719230.76,0.05,0,267,267,0.0,104583.235,1374088.98,1374088.98,0.09,1.9104980715785849
2024-05-01,34854,Akola District Central Co-Operative Bank Ltd.,0,1458,1458,0.01,55675.56,18704.88,18704.88,0.0,0,3222,3222,0.01,104583.235,130924.92,130924.92,0.01,6.999506011265509
2024-05-01,34855,Almora Urban Co-Operative Bank Ltd.,1,1570,1571,0.01,1.5,16618.29,16619.79,0.0,0,3695,3695,0.01,104583.235,32403.26,32403.26,0.0,1.9496792679089203
2024-05-01,34856,Ambarnath Jai-Hind Co-Op. Bank Ltd.,1,552,553,0.0,2.21,3320.15,3322.36,0.0,3,385,388,0.0,7.01,2023.94,2030.95,0.0,0.6112973910112088
2024-05-01,34857,Andhra Pradesh Grameena Vikas Bank,4,6037,6041,0.02,15.0,539774.77,539789.77,0.04,22,14955,14977,0.06,2055.0,745883.77,747938.77,0.05,1.3856112352777639
2024-05-01,34858,Andhra Pradesh State Co-Operative Bank Ltd.,69,3348,3417,0.01,250623.61,375110.16,625733.77,0.04,8,6563,6571,0.03,26950.0,738873.56,765823.56,0.05,1.2238808207522507
2024-05-01,34859,Andhra Pragathi Grameena Bank,21,7720,7741,0.03,311.48,87018.0,87329.48,0.01,329,10916,11245,0.05,11489.0,175584.3,187073.3,0.01,2.142155203489131
2024-05-01,34860,Apna Sahakari Bank Ltd.,32,2620,2652,0.01,98388.63,28637.36,127026.0,0.01,29,3289,3318,0.01,98780.18,34963.94,133744.12,0.01,1.052887755262702
2024-05-01,34861,Arvind Sahakari Bank Ltd.,0,622,622,0.0,55675.56,7670.42,7670.42,0.0,0,1217,1217,0.0,104583.235,7308.74,7308.74,0.0,0.9528474320832496
2024-05-01,34863,Australia And New Zealand Banking Group Limited,155,3336,3491,0.01,120270.09,1511778.19,1632048.28,0.11,98,1791,1889,0.01,53501.06,1849254.89,1902755.95,0.13,1.1658698908098477
2024-05-01,34865,Bandhan Bank Limited,241,122817,123058,0.49,1313272.35,1784449.2,3097721.55,0.2,204,162071,162275,0.65,1338481.38,2168457.07,3506938.44,0.23,1.1321025416245047
2024-05-01,34867,Bank Of Bahrain & Kuwait B S C,24,468,492,0.0,808.12,46047.27,46855.38,0.0,37,249,286,0.0,2378.83,58336.31,60715.14,0.0,1.2957986894994769
2024-05-01,34869,Bank Of Ceylon,6,343,349,0.0,64.02,8030.73,8094.74,0.0,26,321,347,0.0,757.8,6797.91,7555.71,0.0,0.9334098439233379
2024-05-01,34870,Bank Of China Limited India Branch,9,2,11,0.0,52513.32,897.56,53410.88,0.0,12,4,16,0.0,33586.24,5608.43,39194.67,0.0,0.7338330692173579
2024-05-01,34873,Bank Of Nova Scotia,0,0,0,0.02,55675.56,93718.745,173650.48,0.02,0,13,13,0.0,104583.235,32808.46,32808.46,0.0,0.18893388604511774
2024-05-01,34874,Barclays Bank Plc,320,4132,4452,0.02,695718.83,1861740.06,2557458.89,0.17,470,4603,5073,0.02,397939.75,2084736.73,2482676.49,0.16,0.9707590998657265
2024-05-01,34875,Bassein Catholic Co-Operative Bank Ltd.,98,6046,6144,0.02,5284.22,66761.74,72045.97,0.0,0,7589,7589,0.03,104583.235,91230.98,91230.98,0.01,1.2662884544409632
2024-05-01,34876,"Bhagini Nivedita Sahakari Bank Ltd, Pune",0,217,217,0.0,55675.56,3075.94,3075.94,0.0,0,706,706,0.0,104583.235,8342.1,8342.1,0.0,2.71204899965539
2024-05-01,34877,Bharat Co-Operative Bank (Mumbai) Ltd.,33,15634,15667,0.06,411.54,197151.74,197563.28,0.01,19,24460,24479,0.1,57.48,228540.08,228597.56,0.02,1.1570852640227476
2024-05-01,34879,Bombay Mercantile Co-Operative Bank Ltd.,0,6747,6747,0.03,55675.56,52492.07,52492.07,0.0,0,6517,6517,0.03,104583.235,79797.04,79797.04,0.01,1.5201732375956978
2024-05-01,34881,Capital Small Finance Bank Limited,68,14605,14673,0.06,1051.52,112168.74,113220.25,0.01,54,22457,22511,0.09,1072.0,165078.24,166150.24,0.01,1.4674957880767794
2024-05-01,34882,Catholic Syrian Bank Ltd,560,23045,23605,0.09,41156.59,1014214.08,1055370.68,0.07,4053,26595,30648,0.12,71288.2,1118602.13,1189890.33,0.08,1.1274619927853218
2024-05-01,34884,Chhattisgarh Rajya Gramin Bank,6,2529,2535,0.01,68.07,17170.38,17238.45,0.0,17,5509,5526,0.02,333.5,135598.73,135932.23,0.01,7.885409071001163
2024-05-01,34886,Citizen Credit Co-Op Bank Ltd.,7,1630,1637,0.01,400.1,27987.06,28387.16,0.0,1,1773,1774,0.01,12.76,31201.64,31214.39,0.0,1.0995953804466527
2024-05-01,34887,City Union Bank,2269,114807,117076,0.47,104740.23,1455348.69,1560088.93,0.1,990,117378,118368,0.47,22028.51,1575009.25,1597037.76,0.11,1.0236837973076318
2024-05-01,34889,Coastal Local Area Bank Ltd.,0,884,884,0.0,55675.56,9209.64,9209.64,0.0,0,1866,1866,0.01,104583.235,14711.72,14711.72,0.0,1.5974261751816574
2024-05-01,34890,Cooperatieve Rabobank U.A.,0,6,6,0.0,55675.56,391.89,391.89,0.0,0,1,1,0.0,104583.235,15.0,15.0,0.0,0.03827604684988135
2024-05-01,34891,Cosmos Co-Operative Bank,39,32532,32571,0.13,2998.86,504575.47,507574.33,0.03,16,37774,37790,0.15,1295.49,530866.2,532161.68,0.04,1.0484408854955294
2024-05-01,34892,Credit Agricole Corporate And Investment Bank,188,3322,3510,0.01,489971.75,1089763.45,1579735.21,0.1,160,443,603,0.0,455329.66,1029085.23,1484414.89,0.1,0.9396605713434721
2024-05-01,34893,Credit Suisse Ag,1,59,60,0.0,100.0,23305.56,23405.56,0.0,1,73,74,0.0,5000.0,58553.69,63553.69,0.0,2.7153244784572554
2024-05-01,34894,Ctbc Bank Co. Ltd.,50,393,443,0.0,180511.07,108660.42,289171.49,0.02,38,466,504,0.0,159666.13,154967.37,314633.5,0.02,1.0880515918080307
2024-05-01,34895,Dbs Bank India Limited,379,81738,82117,0.33,343579.06,4666593.9,5010172.97,0.33,436,77294,77730,0.31,432899.92,3672661.29,4105561.22,0.27,0.8194450061072444
2024-05-01,34896,Dcb Bank Ltd.,199,39804,40003,0.16,225591.94,786452.25,1012044.19,0.07,401,39379,39780,0.16,234500.61,728942.1,963442.72,0.06,0.9519769289916086
2024-05-01,34897,Deogiri Nagari Sahakari Bank Ltd Aurangabad,17,1920,1937,0.01,16004.87,17184.8,33189.67,0.0,0,2164,2164,0.01,104583.235,46332.36,46332.36,0.0,1.3959873659485016
2024-05-01,34898,Deposit Insurance And Credit Guarantee Corporation,6,1243,1249,0.01,56573.91,1348945.98,1405519.89,0.09,0,1,1,0.0,104583.235,4500.0,4500.0,0.0,0.0032016622688989483
2024-05-01,34900,Dhanlaxmi Bank Ltd.,715,14526,15241,0.06,34316.64,185145.95,219462.59,0.01,381,21160,21541,0.09,31709.33,249981.98,281691.32,0.02,1.28355051309656
2024-05-01,34901,Dmk Jaoli Sahakari Bank Ltd.,0,712,712,0.0,55675.56,9005.95,9005.95,0.0,0,314,314,0.0,104583.235,2246.36,2246.36,0.0,0.24943065417862634
2024-05-01,34902,Doha Bank Qpsc,11,152,163,0.0,883.98,10263.34,11147.32,0.0,7,239,246,0.0,5353.98,6128.31,11482.29,0.0,1.030049375096436
2024-05-01,34903,Dombivli Nagari Sahakari Bank,58,2949,3007,0.01,3418.7,53003.67,56422.37,0.0,0,4155,4155,0.02,104583.235,44514.72,44514.72,0.0,0.7889551608697046
2024-05-01,34904,Durgapur Steel Peoples' Co-Op Bank Ltd,0,104,104,0.0,55675.56,2050.66,2050.66,0.0,0,233,233,0.0,104583.235,4969.08,4969.08,0.0,2.4231613236714034
2024-05-01,34905,Emirates Nbd Bank Pjsc,221,300,521,0.0,154547.33,539854.38,694401.71,0.05,60,371,431,0.0,194482.31,599888.95,794371.26,0.05,1.1439650112612771
2024-05-01,34906,Equitas Small Finance Bank Ltd.,13,32909,32922,0.13,2188.85,799421.55,801610.4,0.05,80,44684,44764,0.18,739.88,808861.03,809600.91,0.05,1.009968071771524
2024-05-01,34907,Esaf Small Finance Bank Ltd.,275,10813,11088,0.04,16448.48,171995.81,188444.29,0.01,737,15930,16667,0.07,18100.6,167640.36,185740.96,0.01,0.9856544870635241
2024-05-01,34908,Export Import Bank Of India,8,268,276,0.0,1611.48,233904.29,235515.76,0.02,19,81,100,0.0,208992.62,1460047.49,1669040.1,0.11,7.086744853083292
2024-05-01,34910,Fincare Small Finance Bank Limited,2,4319,4321,0.02,6.01,212250.99,212257.0,0.01,46,7943,7989,0.03,373.0,219383.42,219756.42,0.01,1.0353317911776763
2024-05-01,34911,Fino Payments Bank Limited,173,24524,24697,0.1,437500.0,1103379.95,1540879.95,0.1,173,12325,12498,0.05,435126.64,1419634.39,1854761.03,0.12,1.2037024883087097
2024-05-01,34912,First Abu Dhabi Bank Pjsc,30,56,86,0.0,22371.17,18093.12,40464.29,0.0,121,73,194,0.0,33813.68,233358.67,267172.35,0.02,6.602669909690741
2024-05-01,34913,First Rand Bank Ltd,0,2,2,0.0,55675.56,85.54,85.54,0.0,0,2,2,0.0,104583.235,90.0,90.0,0.0,1.0521393500116905
2024-05-01,34914,Gadchiroli District Central Co-Op Bank Ltd.,11,598,609,0.0,233.43,18015.9,18249.33,0.0,16,1485,1501,0.01,62.75,52288.32,52351.07,0.0,2.8686570959043425
2024-05-01,34915,Goldman Sachs India Capital Markets Pvt Ltd.,1,56,57,0.0,1435.0,2774717.5,2776152.5,0.18,44,0,44,0.0,2774012.0,97058.61499999999,2774012.0,0.18,0.9992289688696857
2024-05-01,34916,Gopinath Patil Parsik Janata Sahakari Bank Ltd.,40,6489,6529,0.03,150762.6,68690.47,219453.07,0.01,0,8490,8490,0.03,104583.235,224742.74,224742.74,0.01,1.0241038778814986
2024-05-01,34917,Greater Bombay Co-Operative Bank Ltd.,290,1190,1480,0.01,15783.6,15288.37,31071.97,0.0,0,1845,1845,0.01,104583.235,40668.26,40668.26,0.0,1.3088407333040035
2024-05-01,34918,"Gs Mahanagar Co-Operative Bank Limited, Mumbai",29,3091,3120,0.01,58570.24,49617.67,108187.91,0.01,1,5695,5696,0.02,3.36,113047.0,113050.36,0.01,1.044944485941174
2024-05-01,34919,Guardian Souharda Sahakari Bank Niyamita,0,3,3,0.0,55675.56,18.54,18.54,0.0,0,104,104,0.0,104583.235,1092.62,1092.62,0.0,58.933117583603014
2024-05-01,34920,Gujarat State Co-Operative Bank Ltd,147,42481,42628,0.17,83418.96,1200126.0,1283544.97,0.08,18,64774,64792,0.26,114.99,1272115.21,1272230.2,0.08,0.9911847498416826
2024-05-01,34922,Hitachi Payment Services Pvt. Ltd.,0,0,0,0.02,55675.56,93718.745,173650.48,0.02,0,88,88,0.0,104583.235,646706.32,646706.32,0.04,3.7241838893851598
2024-05-01,34924,Hutatma Sahakari Bank Ltd,17,254,271,0.0,25848.51,3672.18,29520.7,0.0,15,701,716,0.0,23900.0,8210.19,32110.19,0.0,1.0877177709200663
2024-05-01,34929,India Post Payments Bank Limited,8,16517,16525,0.07,24036.66,143202.61,167239.26,0.01,23,11915,11938,0.05,24031.38,62298.9,86330.28,0.01,0.5162082157024612
2024-05-01,34931,Indian Clearing Corporation Limited,2,9400,9402,0.04,231.17,1697519.59,1697750.77,0.11,0,9009,9009,0.04,104583.235,1658306.8,1658306.8,0.11,0.9767669255717669
2024-05-01,34934,Industrial And Commercial Bank Of China Ltd.,42,719,761,0.0,105140.3,77576.52,182716.81,0.01,24,414,438,0.0,124107.53,51095.88,175203.41,0.01,0.9588795360426882
2024-05-01,34935,Industrial Bank Of Korea,32,177,209,0.0,112778.47,32220.73,144999.19,0.01,49,335,384,0.0,114927.16,47249.14,162176.3,0.01,1.118463489347768
2024-05-01,34936,Irinjalakuda Town Cooperative Bank Ltd,0,168,168,0.0,55675.56,1309.31,1309.31,0.0,0,648,648,0.0,104583.235,3875.52,3875.52,0.0,2.9599712825839566
2024-05-01,34937,Jalgaon Janata Sahakari Bank Ltd.,2,2905,2907,0.01,400.0,53787.45,54187.45,0.0,0,3522,3522,0.01,104583.235,65101.87,65101.87,0.0,1.20141970142533
2024-05-01,34938,Jalgaon People Co-Operative Bank Ltd.,10,2627,2637,0.01,180.0,37920.79,38100.79,0.0,2,2629,2631,0.01,32.63,28655.56,28688.18,0.0,0.7529549912219667
2024-05-01,34939,Jammu And Kashmir Bank,418,50264,50682,0.2,222633.86,1360612.09,1583245.94,0.1,362,97646,98008,0.39,133464.4,1687508.43,1820972.83,0.12,1.150151586682736
2024-05-01,34940,Jana Small Finance Bank Limited,77,15299,15376,0.06,357226.77,360627.95,717854.73,0.05,180,18505,18685,0.07,426652.8,318864.96,745517.77,0.05,1.0385357076354433
2024-05-01,34941,Janaseva Sahakari Bank (Borivli) Ltd.,21,305,326,0.0,17168.97,5509.43,22678.39,0.0,0,438,438,0.0,104583.235,24054.29,24054.29,0.0,1.0606700916599459
2024-05-01,34942,Janaseva Sahakari Bank Ltd,1,1572,1573,0.01,5.0,17452.53,17457.53,0.0,0,2265,2265,0.01,104583.235,23427.83,23427.83,0.0,1.3419899607791024
2024-05-01,34943,"Janata Sahakari Bank Ltd., Pune",29,10395,10424,0.04,1060.45,181810.91,182871.36,0.01,1,16925,16926,0.07,0.34,246134.18,246134.53,0.02,1.3459435638254127
2024-05-01,34944,Janatha Seva Co-Operative Bank Ltd.,19,287,306,0.0,48113.79,3228.37,51342.15,0.0,21,561,582,0.0,48950.0,5065.87,54015.87,0.0,1.052076510235742
2024-05-01,34945,Jankalyan Sahakari Bank Ltd.,2,1533,1535,0.01,5.2,23051.48,23056.68,0.0,0,1843,1843,0.01,104583.235,21363.88,21363.88,0.0,0.9265809301252392
2024-05-01,34946,"Jila Sahakari Kendriya Bank Maryadit, Rajnandgaon",2,141,143,0.0,7.1,837.06,844.16,0.0,0,159,159,0.0,104583.235,793.82,793.82,0.0,0.9403667551175133
2024-05-01,34947,Jio Payments Bank Limited,1,68,69,0.0,61.8,1937.74,1999.54,0.0,0,41,41,0.0,104583.235,7702.67,7702.67,0.0,3.8522210108324915
2024-05-01,34949,Jsc Vtb Bank,1,3,4,0.0,5.0,217.86,222.86,0.0,0,28,28,0.0,104583.235,58291.36,58291.36,0.0,261.56044153280084
2024-05-01,34950,Kallapanna Awade Ichalkaranji Janata Sahakari Bank Ltd.,3,4023,4026,0.02,102.22,68670.95,68773.18,0.0,0,4349,4349,0.02,104583.235,72044.86,72044.86,0.0,1.0475720331675809
2024-05-01,34951,Kalupur Commercial Co-Operative Bank Ltd.,67,25965,26032,0.1,23722.99,417848.34,441571.33,0.03,14,34000,34014,0.14,1951.37,526619.81,528571.18,0.03,1.1970233212378167
2024-05-01,34952,Kalyan Janata Sahakari Bank Ltd.,11,2680,2691,0.01,268.19,29548.35,29816.54,0.0,0,3280,3280,0.01,104583.235,48351.46,48351.46,0.0,1.6216321545021655
2024-05-01,34953,"Kangra Central Co-Op Bank Ltd., Dharamshala",30,1387,1417,0.01,4931.96,79944.76,84876.72,0.01,44,2359,2403,0.01,188.7,114772.53,114961.22,0.01,1.3544493708050924
2024-05-01,34954,Kangra Co-Operative Bank Ltd.,1,407,408,0.0,0.5,2791.67,2792.17,0.0,0,0,0,0.02,104583.235,97058.61499999999,185535.5,0.02,66.44849704709956
2024-05-01,34955,"Karad Urban Co-Operative Bank Ltd., Karad",4,3525,3529,0.01,328.26,49548.26,49876.52,0.0,0,7035,7035,0.03,104583.235,59396.33,59396.33,0.0,1.1908675665423332
2024-05-01,34956,Karnataka Bank Ltd,1204,106003,107207,0.43,36090.57,1742648.07,1778738.64,0.12,2415,114786,117201,0.47,67485.32,1860474.88,1927960.2,0.13,1.08389178524845
2024-05-01,34957,Karnataka Gramin Bank,98,13345,13443,0.05,217868.29,108518.5,326386.79,0.02,968,26723,27691,0.11,151541.78,299795.82,451337.6,0.03,1.3828304754613383
2024-05-01,34958,Karnataka State Co-Operative Apex Bank Ltd.,276,9307,9583,0.04,509448.28,277635.32,787083.59,0.05,90,17199,17289,0.07,533165.23,308194.77,841360.0,0.06,1.0689588891060477
2024-05-01,34959,Karnataka Vikas Grameena Bank,69,8822,8891,0.04,288.14,91501.89,91790.03,0.01,2411,15619,18030,0.07,47054.94,154953.9,202008.83,0.01,2.200770933400937
2024-05-01,34960,Karur Vysya Bank,5841,188417,194258,0.78,224751.67,3200554.59,3425306.26,0.23,1036,243471,244507,0.98,35111.34,3559618.7,3594730.04,0.24,1.0494623742053362
2024-05-01,34961,Keb Hana Bank,110,544,654,0.0,233460.26,233132.68,466592.95,0.03,89,417,506,0.0,267182.9,235898.61,503081.51,0.03,1.0782021245713207
2024-05-01,34962,Kerala Gramin Bank,116,9137,9253,0.04,1145.12,128781.78,129926.9,0.01,1784,11985,13769,0.06,31318.15,217178.97,248497.12,0.02,1.912591772758374
2024-05-01,34963,Kolhapur Urban Cooperative Bank Ltd,0,326,326,0.0,55675.56,2826.1,2826.1,0.0,0,640,640,0.0,104583.235,4525.65,4525.65,0.0,1.6013764551855914
2024-05-01,34964,Kookmin Bank,107,78,185,0.0,555897.71,127326.77,683224.48,0.04,71,168,239,0.0,571123.86,115631.43,686755.29,0.05,1.0051678622522426
2024-05-01,34966,Kurmanchal Nagar Sahakari Bank Ltd.,3,2701,2704,0.01,20.0,19920.48,19940.48,0.0,0,5635,5635,0.02,104583.235,48783.35,48783.35,0.0,2.44644812963379
2024-05-01,34967,Maharashtra Gramin Bank,8,14370,14378,0.06,92.04,603481.87,603573.91,0.04,12,21064,21076,0.08,347.0,675729.26,676076.26,0.04,1.1201217428367638
2024-05-01,34968,Maharashtra State Co-Op Bank,16,3593,3609,0.01,21392.59,354375.11,375767.7,0.02,0,2022,2022,0.01,104583.235,554997.56,554997.56,0.04,1.4769698406755025
2024-05-01,34969,"Mahesh Sahakari Bank Limited, Pune",33,1885,1918,0.01,27507.11,30663.09,58170.19,0.0,0,2838,2838,0.01,104583.235,58330.03,58330.03,0.0,1.0027477991734253
2024-05-01,34970,Mashreqbank Psc,116,58,174,0.0,47311.42,38092.04,85403.47,0.01,142,34,176,0.0,49792.75,20231.21,70023.96,0.0,0.8199193779831195
2024-05-01,34971,Mehsana Urban Co-Operative Bank Ltd.,11,18198,18209,0.07,307.93,284802.0,285109.94,0.02,1,25201,25202,0.1,25.0,297325.09,297350.09,0.02,1.0429313337865387
2024-05-01,34972,Mizuho Corporate Bank Ltd,170,6738,6908,0.03,227515.41,2046975.65,2274491.05,0.15,243,9137,9380,0.04,217192.99,2311569.01,2528762.0,0.17,1.1117924601198146
2024-05-01,34973,Model Co-Op. Bank Ltd.,26,714,740,0.0,10452.52,7570.57,18023.09,0.0,24,1133,1157,0.0,10100.0,27982.86,38082.86,0.0,2.113003929958736
2024-05-01,34974,Morgan Stanley India Primary Dealer Pvt Ltd.,4,29,33,0.0,1307.54,641249.56,642557.1,0.04,35,0,35,0.0,661066.28,97058.61499999999,661066.28,0.04,1.0288055022658686
2024-05-01,34975,"Mufg Bank, Ltd.",193,7482,7675,0.03,487074.33,1943703.54,2430777.87,0.16,286,10669,10955,0.04,939867.37,1842179.61,2782046.99,0.18,1.1445089345000496
2024-05-01,34976,Mumbai District Central Co-Operative Bank Ltd.,3,2314,2317,0.01,132.23,39356.63,39488.86,0.0,0,2467,2467,0.01,104583.235,41756.63,41756.63,0.0,1.057428094910818
2024-05-01,34977,"Municipal Co-Operative Bank Ltd., Mumbai",30,346,376,0.0,63870.11,60714.43,124584.54,0.01,0,401,401,0.0,104583.235,128470.5,128470.5,0.01,1.0311913500663887
2024-05-01,34979,Nagpur Nagrik Sahakari Bank Ltd.,10,3501,3511,0.01,282.2,48563.89,48846.09,0.0,0,6061,6061,0.02,104583.235,59757.03,59757.03,0.0,1.223373866772141
2024-05-01,34980,Nainital Bank Ltd.,238,7804,8042,0.03,33583.39,106074.75,139658.13,0.01,94,15012,15106,0.06,17138.0,151164.27,168302.27,0.01,1.2051018440530457
2024-05-01,34981,Nasik Merchants Co-Operative Bank Ltd.,9,3181,3190,0.01,2868.69,33860.47,36729.16,0.0,0,5306,5306,0.02,104583.235,42432.32,42432.32,0.0,1.1552760803677513
2024-05-01,34982,Natwest Markets Plc,0,2,2,0.0,55675.56,478.33,478.33,0.0,0,5,5,0.0,104583.235,569.2,569.2,0.0,1.1899734492923297
2024-05-01,34983,New India Co-Operative Bank Ltd.,9,1575,1584,0.01,254.33,20207.36,20461.68,0.0,0,1913,1913,0.01,104583.235,22305.95,22305.95,0.0,1.0901328727650907
2024-05-01,34984,Nilambur Co-Operative Urban Bank,0,243,243,0.0,55675.56,1456.1,1456.1,0.0,0,683,683,0.0,104583.235,3650.97,3650.97,0.0,2.5073621317217225
2024-05-01,34985,Nkgsb Co-Operative Bank Ltd.,43,5838,5881,0.02,15524.82,77291.86,92816.68,0.01,36,6687,6723,0.03,13744.46,94163.05,107907.52,0.01,1.1625875866277484
2024-05-01,34987,North East Small Finance Bank Limited,3,402,405,0.0,151.0,3040.63,3191.63,0.0,0,922,922,0.0,104583.235,12809.84,12809.84,0.0,4.01357300188305
2024-05-01,34988,Nsdl Payments Bank Limited,18,4658,4676,0.02,20303.88,419854.57,440158.45,0.03,17,9296,9313,0.04,18400.0,531498.0,549898.0,0.04,1.2493182852674984
